StyleID,EventID,StartingInventory,QuantitySold,Cost,Price,MSRP,Department,Month,EventStartTime,EventStartDOW,ShippingMethod
18035,840,123,54,28,39.99,79,Women's Apparel,Nov,10:00,Monday,F
9322,895,128,76,28,39.99,115,Women's Apparel,Nov,10:00,Monday,F
13922,495,101,77,28,39.99,94,Women's Apparel,Oct,10:00,Tuesday,F
4677,965,104,82,28,39.99,124,Women's Apparel,Nov,10:00,Saturday,F
47,380,77,69,28,39.99,121,Women's Apparel,Oct,10:00,Monday,F
24619,420,27,27,28,39.99,103,Women's Apparel,Oct,10:00,Monday,F
28402,315,30,30,28,39.99,115,Women's Apparel,Oct,10:00,Saturday,F
16353,505,21,21,28,39.99,76,Women's Apparel,Oct,10:00,Friday,F
28883,540,35,35,28,39.99,112,Women's Apparel,Oct,10:00,Thursday,F
26970,625,70,52,28,39.99,82,Women's Apparel,Oct,10:00,Tuesday,D
13086,350,76,71,28,39.99,121,Women's Apparel,Oct,10:00,Saturday,D
29312,350,41,41,28,39.99,115,Women's Apparel,Oct,10:00,Saturday,D
20227,285,33,33,28,39.99,127,Footwear,Nov,17:00,Tuesday,F
5943,120,58,58,28,39.99,82,Men's Apparel,Nov,17:00,Saturday,F
6092,120,17,17,28,39.99,88,Men's Apparel,Nov,17:00,Saturday,F
1888,465,80,44,28,39.99,91,Women's Apparel,Nov,17:00,Sunday,F
19538,610,58,35,28,39.99,85,Women's Apparel,Nov,17:00,Wednesday,F
28009,705,84,84,28,39.99,94,Women's Apparel,Nov,17:00,Wednesday,F
4558,340,16,16,28,39.99,109,Women's Apparel,Nov,17:00,Wednesday,F
28771,710,26,26,28,39.99,124,Women's Apparel,Nov,17:00,Friday,F
24330,255,78,51,27,39.99,103,Footwear,Oct,10:00,Wednesday,F
22826,215,77,65,27,39.99,106,Footwear,Oct,10:00,Wednesday,F
11566,220,27,27,27,39.99,85,Footwear,Oct,10:00,Monday,F
8683,145,74,65,27,39.99,103,Men's Apparel,Oct,10:00,Tuesday,F
20425,140,20,20,27,39.99,103,Men's Apparel,Oct,10:00,Friday,F
1901,30,16,16,27,39.99,91,Men's Apparel,Oct,10:00,Monday,F
28168,715,103,52,27,39.99,100,Women's Apparel,Oct,10:00,Tuesday,F
21897,660,63,55,27,39.99,121,Women's Apparel,Oct,10:00,Friday,F
8876,765,92,92,27,39.99,76,Women's Apparel,Nov,10:00,Friday,F
752,430,21,21,27,39.99,70,Women's Apparel,Oct,10:00,Sunday,F
9856,380,47,47,27,39.99,73,Women's Apparel,Oct,10:00,Monday,F
21683,505,26,26,27,39.99,70,Women's Apparel,Oct,10:00,Friday,F
415,655,19,19,27,39.99,85,Women's Apparel,Oct,10:00,Sunday,F
15461,925,8,8,27,39.99,115,Women's Apparel,Nov,10:00,Monday,D
16621,70,90,25,27,39.99,73,Men's Apparel,Nov,17:00,Thursday,F
27194,10,84,42,27,39.99,124,Men's Apparel,Nov,17:00,Monday,F
20814,70,91,91,27,39.99,76,Men's Apparel,Nov,17:00,Thursday,F
19676,205,38,38,27,39.99,94,Men's Apparel,Nov,17:00,Monday,F
19120,760,88,26,27,39.99,76,Women's Apparel,Nov,17:00,Sunday,F
25502,730,116,46,27,39.99,88,Women's Apparel,Nov,17:00,Tuesday,F
18044,555,116,82,27,39.99,124,Women's Apparel,Nov,17:00,Wednesday,F
22068,730,41,41,27,39.99,82,Women's Apparel,Nov,17:00,Tuesday,F
2574,735,22,22,27,39.99,97,Women's Apparel,Nov,17:00,Monday,F
4291,750,74,38,27,39.99,97,Women's Apparel,Nov,17:00,Sunday,D
14132,295,4,4,26,39.99,130,Footwear,Oct,10:00,Tuesday,F
24043,840,95,95,26,39.99,94,Women's Apparel,Nov,10:00,Monday,F
17972,495,10,10,26,39.99,85,Women's Apparel,Oct,10:00,Tuesday,F
28759,445,25,25,26,39.99,124,Women's Apparel,Oct,10:00,Sunday,F
25210,482,52,52,26,39.99,220,Women's Apparel,Oct,10:00,Monday,F
5648,625,98,65,26,39.99,124,Women's Apparel,Oct,10:00,Tuesday,D
9461,760,29,29,26,39.99,85,Women's Apparel,Nov,17:00,Sunday,F
11708,960,65,65,26,39.99,127,Women's Apparel,Nov,17:00,Monday,F
242,485,65,65,26,39.99,115,Women's Apparel,Nov,17:00,Monday,F
18713,785,91,36,39,44.99,93,Women's Apparel,Nov,10:00,Monday,F
4387,556,122,95,39,44.99,225,Women's Apparel,Oct,10:00,Saturday,F
27170,995,16,16,39,44.99,99,Women's Apparel,Nov,10:00,Thursday,F
21021,880,14,14,39,44.99,90,Women's Apparel,Nov,10:00,Saturday,F
16609,810,28,28,39,44.99,117,Women's Apparel,Nov,10:00,Wednesday,F
15895,590,21,21,39,44.99,96,Women's Apparel,Oct,10:00,Tuesday,F
11312,450,21,21,39,44.99,135,Women's Apparel,Oct,10:00,Monday,D
7534,285,8,8,39,44.99,102,Footwear,Nov,17:00,Tuesday,F
13597,125,99,44,39,44.99,87,Men's Apparel,Nov,17:00,Tuesday,D
7049,405,20,20,39,44.99,114,Women's Apparel,Nov,17:00,Tuesday,F
1420,800,41,41,39,44.99,93,Women's Apparel,Nov,17:00,Saturday,D
19957,215,49,49,38,44.99,102,Footwear,Oct,10:00,Wednesday,F
29490,20,22,22,38,44.99,93,Men's Apparel,Oct,10:00,Wednesday,F
17575,195,28,28,38,44.99,126,Men's Apparel,Oct,10:00,Wednesday,F
3592,90,17,17,38,44.99,96,Men's Apparel,Oct,10:00,Monday,F
1225,200,42,42,38,44.99,93,Men's Apparel,Oct,10:00,Thursday,D
29284,905,86,40,38,44.99,102,Women's Apparel,Nov,10:00,Tuesday,F
2897,820,63,47,38,44.99,102,Women's Apparel,Nov,10:00,Saturday,F
25030,995,70,70,38,44.99,78,Women's Apparel,Nov,10:00,Thursday,F
2688,570,85,85,38,44.99,114,Women's Apparel,Oct,10:00,Thursday,F
29094,805,47,47,38,44.99,135,Women's Apparel,Nov,10:00,Sunday,F
10827,560,54,54,38,44.99,111,Women's Apparel,Oct,10:00,Tuesday,F
12829,665,32,32,38,44.99,108,Women's Apparel,Oct,10:00,Thursday,F
15422,967,62,62,38,44.99,345,Women's Apparel,Nov,10:00,Thursday,F
10045,685,15,15,38,44.99,99,Women's Apparel,Oct,10:00,Thursday,F
27859,445,30,30,38,44.99,84,Women's Apparel,Oct,10:00,Sunday,F
3597,975,61,60,38,44.99,114,Women's Apparel,Nov,10:00,Thursday,D
13001,130,86,42,38,44.99,99,Men's Apparel,Nov,17:00,Friday,F
25326,38,115,81,38,44.99,177,Men's Apparel,Dec,17:00,Tuesday,F
13345,855,88,77,38,44.99,129,Women's Apparel,Nov,17:00,Monday,F
21536,865,4,4,38,44.99,126,Women's Apparel,Nov,17:00,Tuesday,F
29526,760,33,33,38,44.99,90,Women's Apparel,Nov,17:00,Sunday,F
26976,545,22,22,38,44.99,135,Women's Apparel,Nov,17:00,Tuesday,F
21370,830,32,32,38,44.99,111,Women's Apparel,Nov,17:00,Wednesday,F
11697,330,49,49,38,44.99,114,Women's Apparel,Nov,17:00,Monday,F
5192,310,108,108,37,44.99,99,Footwear,Oct,10:00,Tuesday,F
13394,306,85,85,37,44.99,111,Footwear,Oct,10:00,Thursday,F
12746,210,99,99,37,44.99,126,Footwear,Oct,10:00,Monday,F
4174,230,28,28,37,44.99,102,Footwear,Oct,10:00,Monday,F
1846,270,32,32,37,44.99,93,Footwear,Oct,10:00,Friday,F
18098,250,62,56,37,44.99,117,Footwear,Oct,10:00,Friday,D
1549,190,87,27,37,44.99,81,Men's Apparel,Oct,10:00,Tuesday,F
14607,195,59,56,37,44.99,105,Men's Apparel,Oct,10:00,Wednesday,F
13177,30,32,32,37,44.99,111,Men's Apparel,Oct,10:00,Monday,F
24950,200,65,62,37,44.99,93,Men's Apparel,Oct,10:00,Thursday,D
8105,835,93,66,37,44.99,117,Women's Apparel,Nov,10:00,Tuesday,F
8176,559,106,105,37,44.99,330,Women's Apparel,Oct,10:00,Saturday,F
15288,460,118,118,37,44.99,135,Women's Apparel,Oct,10:00,Thursday,F
26436,380,25,25,37,44.99,123,Women's Apparel,Oct,10:00,Monday,F
4541,655,37,37,37,44.99,81,Women's Apparel,Oct,10:00,Sunday,F
19346,885,51,51,37,44.99,93,Women's Apparel,Nov,10:00,Thursday,F
20707,745,28,28,37,44.99,90,Women's Apparel,Oct,10:00,Tuesday,F
3494,765,30,30,37,44.99,117,Women's Apparel,Nov,10:00,Friday,F
1512,660,19,19,37,44.99,81,Women's Apparel,Oct,10:00,Friday,F
16933,840,20,20,37,44.99,102,Women's Apparel,Nov,10:00,Monday,F
20311,350,73,73,37,44.99,132,Women's Apparel,Oct,10:00,Saturday,D
6612,850,2,2,37,44.99,84,Women's Apparel,Nov,10:00,Monday,D
12474,725,21,21,37,44.99,111,Women's Apparel,Oct,10:00,Friday,D
19964,280,80,46,37,44.99,93,Footwear,Nov,17:00,Tuesday,F
4506,160,35,35,37,44.99,129,Men's Apparel,Nov,17:00,Wednesday,F
15478,10,6,6,37,44.99,105,Men's Apparel,Nov,17:00,Monday,F
13508,155,28,28,37,44.99,117,Men's Apparel,Nov,17:00,Thursday,F
28410,135,17,17,37,44.99,114,Men's Apparel,Nov,17:00,Monday,F
3639,340,97,42,37,44.99,96,Women's Apparel,Nov,17:00,Wednesday,F
6135,985,32,32,37,44.99,111,Women's Apparel,Nov,17:00,Friday,F
26812,760,60,60,37,44.99,102,Women's Apparel,Nov,17:00,Sunday,F
14091,865,22,22,37,44.99,108,Women's Apparel,Nov,17:00,Tuesday,F
3697,620,32,32,37,44.99,111,Women's Apparel,Nov,17:00,Sunday,F
8200,830,21,21,37,44.99,132,Women's Apparel,Nov,17:00,Wednesday,F
3057,364,71,71,37,44.99,315,Women's Apparel,Dec,17:00,Thursday,F
8748,215,120,54,36,44.99,132,Footwear,Oct,10:00,Wednesday,F
19066,270,6,6,36,44.99,114,Footwear,Oct,10:00,Friday,F
6490,275,99,59,36,44.99,111,Footwear,Oct,10:00,Wednesday,D
12960,300,51,33,36,44.99,99,Footwear,Oct,10:00,Tuesday,D
17083,40,87,28,36,44.99,99,Men's Apparel,Oct,10:00,Thursday,F
952,55,80,53,36,44.99,120,Men's Apparel,Oct,10:00,Monday,F
27573,172,75,52,36,44.99,165,Men's Apparel,Oct,10:00,Friday,F
20083,40,123,123,36,44.99,114,Men's Apparel,Oct,10:00,Thursday,F
6718,105,3,3,36,44.99,75,Men's Apparel,Oct,10:00,Friday,F
3664,75,36,36,36,44.99,108,Men's Apparel,Oct,10:00,Thursday,D
22248,530,88,46,36,44.99,90,Women's Apparel,Oct,10:00,Friday,F
19271,970,50,48,36,44.99,84,Women's Apparel,Nov,10:00,Monday,F
3398,715,107,107,36,44.99,123,Women's Apparel,Oct,10:00,Tuesday,F
19504,990,59,59,36,44.99,99,Women's Apparel,Nov,10:00,Tuesday,F
14689,430,68,68,36,44.99,114,Women's Apparel,Oct,10:00,Sunday,F
22432,980,38,38,36,44.99,120,Women's Apparel,Nov,10:00,Friday,F
29867,315,20,20,36,44.99,129,Women's Apparel,Oct,10:00,Saturday,F
11994,905,56,56,36,44.99,123,Women's Apparel,Nov,10:00,Tuesday,F
89,690,45,45,36,44.99,123,Women's Apparel,Oct,10:00,Friday,F
17108,835,8,8,36,44.99,123,Women's Apparel,Nov,10:00,Tuesday,F
509,380,19,19,36,44.99,135,Women's Apparel,Oct,10:00,Monday,F
25483,874,6,6,36,44.99,105,Women's Apparel,Dec,10:00,Saturday,F
29237,456,11,11,36,44.99,87,Women's Apparel,Dec,10:00,Wednesday,F
10279,430,15,15,36,44.99,120,Women's Apparel,Oct,10:00,Sunday,F
18262,823,34,34,36,44.99,201,Women's Apparel,Dec,10:00,Monday,F
21431,775,80,17,36,44.99,78,Women's Apparel,Nov,10:00,Thursday,D
5688,825,103,37,36,44.99,114,Women's Apparel,Nov,10:00,Friday,D
23993,500,93,93,36,44.99,102,Women's Apparel,Oct,10:00,Tuesday,D
14923,500,48,48,36,44.99,129,Women's Apparel,Oct,10:00,Tuesday,D
22199,975,16,16,36,44.99,105,Women's Apparel,Nov,10:00,Thursday,D
22991,850,28,28,36,44.99,126,Women's Apparel,Nov,10:00,Monday,D
18972,160,101,101,36,44.99,114,Men's Apparel,Nov,17:00,Wednesday,F
13387,760,129,35,36,44.99,123,Women's Apparel,Nov,17:00,Sunday,F
6562,855,93,32,36,44.99,87,Women's Apparel,Nov,17:00,Monday,F
14474,520,85,38,36,44.99,84,Women's Apparel,Nov,17:00,Monday,F
28585,355,94,50,36,44.99,114,Women's Apparel,Nov,17:00,Wednesday,F
17654,440,119,64,36,44.99,102,Women's Apparel,Nov,17:00,Wednesday,F
13861,865,84,46,36,44.99,99,Women's Apparel,Nov,17:00,Tuesday,F
6254,330,63,62,36,44.99,90,Women's Apparel,Nov,17:00,Monday,F
12393,795,23,23,36,44.99,93,Women's Apparel,Nov,17:00,Monday,F
4899,730,24,24,36,44.99,93,Women's Apparel,Nov,17:00,Tuesday,F
21402,365,39,39,36,44.99,129,Women's Apparel,Nov,17:00,Tuesday,F
24468,320,45,45,36,44.99,108,Women's Apparel,Nov,17:00,Tuesday,F
23744,319,26,26,36,44.99,210,Women's Apparel,Dec,17:00,Thursday,F
13786,960,16,16,36,44.99,129,Women's Apparel,Nov,17:00,Monday,F
9165,485,44,44,36,44.99,120,Women's Apparel,Nov,17:00,Monday,F
4358,455,48,48,36,44.99,132,Women's Apparel,Nov,17:00,Wednesday,F
286,510,11,11,36,44.99,108,Women's Apparel,Nov,17:00,Wednesday,F
8786,465,24,24,36,44.99,105,Women's Apparel,Nov,17:00,Sunday,F
3443,465,31,31,36,44.99,75,Women's Apparel,Nov,17:00,Sunday,F
22569,815,37,37,36,44.99,132,Women's Apparel,Nov,17:00,Wednesday,F
27683,365,39,39,36,44.99,78,Women's Apparel,Nov,17:00,Tuesday,F
18088,550,94,31,36,44.99,108,Women's Apparel,Nov,17:00,Monday,D
28272,550,78,27,36,44.99,84,Women's Apparel,Nov,17:00,Monday,D
29491,220,26,26,35,44.99,108,Footwear,Oct,10:00,Monday,F
13452,230,30,30,35,44.99,78,Footwear,Oct,10:00,Monday,F
23267,45,10,10,35,44.99,99,Men's Apparel,Oct,10:00,Friday,F
12615,75,20,20,35,44.99,111,Men's Apparel,Oct,10:00,Thursday,D
307,935,114,44,35,44.99,96,Women's Apparel,Nov,10:00,Thursday,F
14479,955,94,50,35,44.99,84,Women's Apparel,Nov,10:00,Tuesday,F
27417,670,103,74,35,44.99,114,Women's Apparel,Oct,10:00,Thursday,F
13564,785,92,92,35,44.99,114,Women's Apparel,Nov,10:00,Monday,F
18530,726,85,85,35,44.99,75,Women's Apparel,Oct,10:00,Saturday,F
19451,860,110,110,35,44.99,132,Women's Apparel,Nov,10:00,Friday,F
19481,638,31,31,35,44.99,225,Women's Apparel,Oct,10:00,Monday,F
10907,785,16,16,35,44.99,117,Women's Apparel,Nov,10:00,Monday,F
24408,470,23,23,35,44.99,132,Women's Apparel,Oct,10:00,Friday,F
24494,660,6,6,35,44.99,111,Women's Apparel,Oct,10:00,Friday,F
23624,635,10,10,35,44.99,117,Women's Apparel,Oct,10:00,Tuesday,F
4698,955,11,11,35,44.99,99,Women's Apparel,Nov,10:00,Tuesday,F
18193,490,45,45,35,44.99,102,Women's Apparel,Oct,10:00,Sunday,F
14168,775,113,31,35,44.99,84,Women's Apparel,Nov,10:00,Thursday,D
14060,725,117,49,35,44.99,126,Women's Apparel,Oct,10:00,Friday,D
1087,825,31,31,35,44.99,126,Women's Apparel,Nov,10:00,Friday,D
8623,95,117,45,35,44.99,111,Men's Apparel,Nov,17:00,Thursday,F
18396,5,96,55,35,44.99,126,Men's Apparel,Nov,17:00,Tuesday,F
22924,110,40,38,35,44.99,90,Men's Apparel,Nov,17:00,Saturday,F
13602,25,76,19,35,44.99,96,Men's Apparel,Nov,17:00,Friday,D
26604,520,97,55,35,44.99,114,Women's Apparel,Nov,17:00,Monday,F
10041,735,55,45,35,44.99,87,Women's Apparel,Nov,17:00,Monday,F
19828,355,69,62,35,44.99,108,Women's Apparel,Nov,17:00,Wednesday,F
5798,355,79,72,35,44.99,111,Women's Apparel,Nov,17:00,Wednesday,F
16578,340,18,18,35,44.99,114,Women's Apparel,Nov,17:00,Wednesday,F
6277,960,27,27,35,44.99,84,Women's Apparel,Nov,17:00,Monday,F
17993,480,24,24,35,44.99,75,Women's Apparel,Nov,17:00,Friday,F
23521,385,19,19,35,44.99,117,Women's Apparel,Nov,17:00,Wednesday,F
15463,390,27,27,35,44.99,120,Women's Apparel,Nov,17:00,Thursday,F
16785,640,26,26,35,44.99,84,Women's Apparel,Nov,17:00,Sunday,F
566,640,16,16,35,44.99,117,Women's Apparel,Nov,17:00,Sunday,F
693,555,7,7,35,44.99,84,Women's Apparel,Nov,17:00,Wednesday,F
18293,795,32,32,35,44.99,105,Women's Apparel,Nov,17:00,Monday,F
14982,525,48,48,35,44.99,102,Women's Apparel,Nov,17:00,Monday,D
22333,255,62,45,34,44.99,96,Footwear,Oct,10:00,Wednesday,F
2912,295,58,57,34,44.99,87,Footwear,Oct,10:00,Tuesday,F
11353,220,21,21,34,44.99,129,Footwear,Oct,10:00,Monday,F
10898,295,9,9,34,44.99,102,Footwear,Oct,10:00,Tuesday,F
6270,300,36,36,34,44.99,126,Footwear,Oct,10:00,Tuesday,D
17931,170,101,29,34,44.99,123,Men's Apparel,Oct,10:00,Thursday,F
24413,60,76,73,34,44.99,114,Men's Apparel,Oct,10:00,Tuesday,F
4970,30,70,70,34,44.99,126,Men's Apparel,Oct,10:00,Monday,F
8024,11,20,20,34,44.99,87,Men's Apparel,Dec,10:00,Wednesday,F
4938,165,47,47,34,44.99,129,Men's Apparel,Oct,10:00,Monday,F
22678,195,8,8,34,44.99,132,Men's Apparel,Oct,10:00,Wednesday,F
1116,195,50,50,34,44.99,135,Men's Apparel,Oct,10:00,Wednesday,F
13714,180,55,55,34,44.99,123,Men's Apparel,Oct,10:00,Tuesday,F
21855,75,30,30,34,44.99,120,Men's Apparel,Oct,10:00,Thursday,D
7186,445,122,28,34,44.99,117,Women's Apparel,Oct,10:00,Sunday,F
326,680,104,27,34,44.99,93,Women's Apparel,Oct,10:00,Sunday,F
28517,630,71,21,34,44.99,75,Women's Apparel,Oct,10:00,Thursday,F
16519,765,125,41,34,44.99,114,Women's Apparel,Nov,10:00,Friday,F
27664,755,118,40,34,44.99,78,Women's Apparel,Nov,10:00,Monday,F
21418,565,99,63,34,44.99,81,Women's Apparel,Oct,10:00,Friday,F
2058,680,119,119,34,44.99,117,Women's Apparel,Oct,10:00,Sunday,F
2381,820,84,84,34,44.99,126,Women's Apparel,Nov,10:00,Saturday,F
3874,595,50,50,34,44.99,81,Women's Apparel,Oct,10:00,Thursday,F
3703,585,22,22,34,44.99,96,Women's Apparel,Oct,10:00,Saturday,F
4639,940,29,29,34,44.99,111,Women's Apparel,Nov,10:00,Thursday,F
7722,980,14,14,34,44.99,126,Women's Apparel,Nov,10:00,Friday,F
9289,598,27,27,34,44.99,249,Women's Apparel,Dec,10:00,Thursday,F
13986,740,47,47,34,44.99,102,Women's Apparel,Oct,10:00,Monday,F
27968,495,11,11,34,44.99,117,Women's Apparel,Oct,10:00,Tuesday,F
21046,590,24,24,34,44.99,120,Women's Apparel,Oct,10:00,Tuesday,F
13903,335,17,17,34,44.99,75,Women's Apparel,Oct,10:00,Tuesday,F
1272,740,52,52,34,44.99,120,Women's Apparel,Oct,10:00,Monday,F
5226,615,53,53,34,44.99,129,Women's Apparel,Oct,10:00,Friday,F
22045,850,122,122,34,44.99,123,Women's Apparel,Nov,10:00,Monday,D
12947,825,109,109,34,44.99,93,Women's Apparel,Nov,10:00,Friday,D
29158,500,63,63,34,44.99,135,Women's Apparel,Oct,10:00,Tuesday,D
8027,950,23,23,34,44.99,81,Women's Apparel,Nov,10:00,Tuesday,D
16208,900,24,24,34,44.99,96,Women's Apparel,Nov,10:00,Tuesday,D
5094,265,27,27,34,44.99,90,Footwear,Nov,17:00,Monday,F
20356,65,49,49,34,44.99,78,Men's Apparel,Nov,17:00,Tuesday,F
8677,100,35,35,34,44.99,84,Men's Apparel,Nov,17:00,Tuesday,D
3380,795,73,25,34,44.99,75,Women's Apparel,Nov,17:00,Monday,F
9571,705,89,73,34,44.99,117,Women's Apparel,Nov,17:00,Wednesday,F
24946,760,84,77,34,44.99,135,Women's Apparel,Nov,17:00,Sunday,F
13331,355,91,91,34,44.99,84,Women's Apparel,Nov,17:00,Wednesday,F
29768,865,25,25,34,44.99,120,Women's Apparel,Nov,17:00,Tuesday,F
6871,340,49,49,34,44.99,132,Women's Apparel,Nov,17:00,Wednesday,F
3436,410,25,25,34,44.99,126,Women's Apparel,Nov,17:00,Wednesday,F
30330,440,9,9,34,44.99,96,Women's Apparel,Nov,17:00,Wednesday,F
7953,455,24,24,34,44.99,75,Women's Apparel,Nov,17:00,Wednesday,F
25138,605,55,55,34,44.99,120,Women's Apparel,Nov,17:00,Friday,F
2156,758,27,27,34,44.99,165,Women's Apparel,Dec,17:00,Tuesday,F
23580,226,145,95,33,44.99,189,Footwear,Oct,10:00,Monday,F
8568,260,91,86,33,44.99,135,Footwear,Oct,10:00,Wednesday,F
23869,290,62,62,33,44.99,129,Footwear,Oct,10:00,Wednesday,F
5833,305,21,21,33,44.99,99,Footwear,Oct,10:00,Saturday,F
13616,145,45,27,33,44.99,81,Men's Apparel,Oct,10:00,Tuesday,F
4318,170,100,64,33,44.99,129,Men's Apparel,Oct,10:00,Thursday,F
28513,145,70,57,33,44.99,123,Men's Apparel,Oct,10:00,Tuesday,F
75,20,55,55,33,44.99,84,Men's Apparel,Oct,10:00,Wednesday,F
3869,55,5,5,33,44.99,111,Men's Apparel,Oct,10:00,Monday,F
27992,75,44,30,33,44.99,102,Men's Apparel,Oct,10:00,Thursday,D
1731,670,103,37,33,44.99,123,Women's Apparel,Oct,10:00,Thursday,F
11928,970,92,39,33,44.99,117,Women's Apparel,Nov,10:00,Monday,F
30273,995,82,36,33,44.99,81,Women's Apparel,Nov,10:00,Thursday,F
2466,445,92,74,33,44.99,114,Women's Apparel,Oct,10:00,Sunday,F
15440,495,73,65,33,44.99,102,Women's Apparel,Oct,10:00,Tuesday,F
27456,965,75,75,33,44.99,81,Women's Apparel,Nov,10:00,Saturday,F
20907,505,70,70,33,44.99,99,Women's Apparel,Oct,10:00,Friday,F
29964,501,28,28,33,44.99,93,Women's Apparel,Oct,10:00,Thursday,F
8794,345,61,61,33,44.99,129,Women's Apparel,Oct,10:00,Monday,F
6508,315,21,21,33,44.99,123,Women's Apparel,Oct,10:00,Saturday,F
5331,585,21,21,33,44.99,120,Women's Apparel,Oct,10:00,Saturday,F
16588,470,17,17,33,44.99,102,Women's Apparel,Oct,10:00,Friday,F
325,995,33,33,33,44.99,123,Women's Apparel,Nov,10:00,Thursday,F
1448,700,108,67,33,44.99,93,Women's Apparel,Oct,10:00,Wednesday,D
19333,500,60,46,33,44.99,108,Women's Apparel,Oct,10:00,Tuesday,D
2529,850,71,71,33,44.99,87,Women's Apparel,Nov,10:00,Monday,D
17342,325,100,100,33,44.99,108,Women's Apparel,Oct,10:00,Tuesday,D
29343,400,23,23,33,44.99,87,Women's Apparel,Oct,10:00,Thursday,D
8754,475,19,19,33,44.99,120,Women's Apparel,Oct,10:00,Saturday,D
14109,450,60,60,33,44.99,111,Women's Apparel,Oct,10:00,Monday,D
3343,235,49,31,33,44.99,75,Footwear,Nov,17:00,Sunday,F
11710,245,24,24,33,44.99,129,Footwear,Nov,17:00,Sunday,F
17907,95,84,37,33,44.99,93,Men's Apparel,Nov,17:00,Thursday,F
11129,155,68,63,33,44.99,126,Men's Apparel,Nov,17:00,Thursday,F
22453,185,113,113,33,44.99,99,Men's Apparel,Nov,17:00,Thursday,F
4805,185,47,47,33,44.99,135,Men's Apparel,Nov,17:00,Thursday,F
4139,130,42,42,33,44.99,102,Men's Apparel,Nov,17:00,Friday,F
9861,125,28,28,33,44.99,87,Men's Apparel,Nov,17:00,Tuesday,D
8708,645,44,35,33,44.99,93,Women's Apparel,Nov,17:00,Wednesday,F
7366,330,82,82,33,44.99,81,Women's Apparel,Nov,17:00,Monday,F
16859,760,87,87,33,44.99,90,Women's Apparel,Nov,17:00,Sunday,F
6140,705,9,9,33,44.99,117,Women's Apparel,Nov,17:00,Wednesday,F
16631,909,103,103,33,44.99,285,Women's Apparel,Dec,17:00,Sunday,F
25029,510,25,25,33,44.99,117,Women's Apparel,Nov,17:00,Wednesday,F
7787,960,23,23,33,44.99,135,Women's Apparel,Nov,17:00,Monday,F
17174,865,26,26,33,44.99,111,Women's Apparel,Nov,17:00,Tuesday,F
24131,465,17,17,33,44.99,99,Women's Apparel,Nov,17:00,Sunday,F
14213,750,112,33,33,44.99,114,Women's Apparel,Nov,17:00,Sunday,D
3620,255,28,28,32,44.99,105,Footwear,Oct,10:00,Wednesday,F
25652,290,34,34,32,44.99,99,Footwear,Oct,10:00,Wednesday,F
1764,290,31,31,32,44.99,102,Footwear,Oct,10:00,Wednesday,F
26129,306,67,67,32,44.99,225,Footwear,Oct,10:00,Thursday,F
12580,60,14,14,32,44.99,126,Men's Apparel,Oct,10:00,Tuesday,F
28640,175,16,16,32,44.99,132,Men's Apparel,Oct,10:00,Wednesday,D
761,75,21,21,32,44.99,93,Men's Apparel,Oct,10:00,Thursday,D
4828,435,78,39,32,44.99,111,Women's Apparel,Oct,10:00,Sunday,F
7095,845,115,65,32,44.99,96,Women's Apparel,Nov,10:00,Thursday,F
8586,860,95,74,32,44.99,87,Women's Apparel,Nov,10:00,Friday,F
29722,660,73,61,32,44.99,132,Women's Apparel,Oct,10:00,Friday,F
14627,515,49,41,32,44.99,81,Women's Apparel,Oct,10:00,Tuesday,F
20033,965,82,69,32,44.99,135,Women's Apparel,Nov,10:00,Saturday,F
17377,435,58,49,32,44.99,129,Women's Apparel,Oct,10:00,Sunday,F
14803,685,98,98,32,44.99,132,Women's Apparel,Oct,10:00,Thursday,F
16285,840,14,14,32,44.99,84,Women's Apparel,Nov,10:00,Monday,F
13764,540,73,73,32,44.99,117,Women's Apparel,Oct,10:00,Thursday,F
17244,870,10,10,32,44.99,111,Women's Apparel,Nov,10:00,Wednesday,F
8465,970,33,33,32,44.99,87,Women's Apparel,Nov,10:00,Monday,F
17163,775,74,37,32,44.99,84,Women's Apparel,Nov,10:00,Thursday,D
19873,450,22,22,32,44.99,105,Women's Apparel,Oct,10:00,Monday,D
8375,265,50,50,32,44.99,120,Footwear,Nov,17:00,Monday,F
24024,160,115,115,32,44.99,126,Men's Apparel,Nov,17:00,Wednesday,F
8157,130,13,13,32,44.99,114,Men's Apparel,Nov,17:00,Friday,F
2067,100,27,27,32,44.99,126,Men's Apparel,Nov,17:00,Tuesday,D
20913,355,73,49,32,44.99,123,Women's Apparel,Nov,17:00,Wednesday,F
15843,330,66,65,32,44.99,117,Women's Apparel,Nov,17:00,Monday,F
24948,355,93,93,32,44.99,78,Women's Apparel,Nov,17:00,Wednesday,F
20053,855,63,63,32,44.99,75,Women's Apparel,Nov,17:00,Monday,F
5365,385,84,84,32,44.99,126,Women's Apparel,Nov,17:00,Wednesday,F
24240,385,21,21,32,44.99,78,Women's Apparel,Nov,17:00,Wednesday,F
28644,375,86,75,32,44.99,120,Women's Apparel,Nov,17:00,Friday,D
3506,290,99,31,31,44.99,78,Footwear,Oct,10:00,Wednesday,F
15496,305,70,38,31,44.99,105,Footwear,Oct,10:00,Saturday,F
19150,260,20,20,31,44.99,102,Footwear,Oct,10:00,Wednesday,F
4252,30,24,24,31,44.99,129,Men's Apparel,Oct,10:00,Monday,F
