StyleID,EventID,IDNumber,StartingInventory,QuantitySold,Cost,Price,MSRP,Department,Month,EventStartTime,EventStartDOW,ShippingMethod
6818,936,4528,101,73,52,69.99,178,Women's Apparel,Nov,10:00,Tuesday,F
5197,885,4529,48,41,52,69.99,124,Women's Apparel,Nov,10:00,Thursday,F
29539,505,4530,78,67,52,69.99,160,Women's Apparel,Oct,10:00,Friday,F
12556,335,4531,46,41,52,69.99,142,Women's Apparel,Oct,10:00,Tuesday,F
14901,315,4532,58,53,52,69.99,118,Women's Apparel,Oct,10:00,Saturday,F
15706,915,4533,35,32,52,69.99,109,Women's Apparel,Nov,10:00,Wednesday,F
18983,417,4534,60,58,52,69.99,160,Women's Apparel,Oct,10:00,Saturday,F
24507,930,4535,43,43,52,69.99,106,Women's Apparel,Nov,10:00,Sunday,F
12279,646,4536,35,35,52,69.99,100,Women's Apparel,Oct,10:00,Saturday,F
15116,341,4537,27,27,52,69.99,220,Women's Apparel,Oct,10:00,Wednesday,F
13375,565,4538,21,21,52,69.99,100,Women's Apparel,Oct,10:00,Friday,F
25988,635,4539,16,16,52,69.99,142,Women's Apparel,Oct,10:00,Tuesday,F
29137,745,4540,14,14,52,69.99,151,Women's Apparel,Oct,10:00,Tuesday,F
4747,935,4541,32,32,52,69.99,136,Women's Apparel,Nov,10:00,Thursday,F
13505,530,4542,16,16,52,69.99,112,Women's Apparel,Oct,10:00,Friday,F
6543,720,4543,22,22,52,69.99,157,Women's Apparel,Oct,10:00,Saturday,F
7123,901,4544,25,25,52,69.99,214,Women's Apparel,Nov,10:00,Tuesday,F
8354,690,4545,32,32,52,69.99,118,Women's Apparel,Oct,10:00,Friday,F
9407,775,4546,51,29,52,69.99,109,Women's Apparel,Nov,10:00,Thursday,D
16572,245,4547,81,25,52,69.99,142,Footwear,Nov,17:00,Sunday,F
6706,70,4548,88,13,52,69.99,127,Men's Apparel,Nov,17:00,Thursday,F
16263,160,4549,84,15,52,69.99,103,Men's Apparel,Nov,17:00,Wednesday,F
14318,125,4550,61,4,52,69.99,100,Men's Apparel,Nov,17:00,Tuesday,D
27585,355,4551,104,30,52,69.99,154,Women's Apparel,Nov,17:00,Wednesday,F
8865,620,4552,97,41,52,69.99,127,Women's Apparel,Nov,17:00,Sunday,F
26521,620,4553,46,33,52,69.99,136,Women's Apparel,Nov,17:00,Sunday,F
4299,485,4554,42,31,52,69.99,106,Women's Apparel,Nov,17:00,Monday,F
7606,465,4555,54,41,52,69.99,151,Women's Apparel,Nov,17:00,Sunday,F
15225,865,4556,67,67,52,69.99,115,Women's Apparel,Nov,17:00,Tuesday,F
28379,361,4557,130,130,52,69.99,172,Women's Apparel,Nov,17:00,Tuesday,F
5403,830,4558,27,27,52,69.99,148,Women's Apparel,Nov,17:00,Wednesday,F
19827,730,4559,34,34,52,69.99,136,Women's Apparel,Nov,17:00,Tuesday,F
23670,440,4560,2,2,52,69.99,136,Women's Apparel,Nov,17:00,Wednesday,F
493,465,4561,25,25,52,69.99,100,Women's Apparel,Nov,17:00,Sunday,F
22428,542,4562,77,77,52,69.99,360,Women's Apparel,Dec,17:00,Wednesday,F
25606,800,4563,53,53,52,69.99,121,Women's Apparel,Nov,17:00,Saturday,D
23114,550,4564,72,72,52,69.99,121,Women's Apparel,Nov,17:00,Monday,D
22136,375,4565,36,36,52,69.99,139,Women's Apparel,Nov,17:00,Friday,D
14724,230,4566,42,42,51,69.99,136,Footwear,Oct,10:00,Monday,F
15142,275,4567,90,32,51,69.99,142,Footwear,Oct,10:00,Wednesday,D
2974,275,4568,49,49,51,69.99,148,Footwear,Oct,10:00,Wednesday,D
30087,140,4569,56,17,51,69.99,106,Men's Apparel,Oct,10:00,Friday,F
2344,41,4570,73,73,51,69.99,136,Men's Apparel,Oct,10:00,Tuesday,F
7602,15,4571,24,24,51,69.99,160,Men's Apparel,Oct,10:00,Wednesday,F
50,116,4572,27,27,51,69.99,172,Men's Apparel,Oct,10:00,Friday,F
1754,175,4573,122,25,51,69.99,154,Men's Apparel,Oct,10:00,Wednesday,D
8085,75,4574,38,38,51,69.99,130,Men's Apparel,Oct,10:00,Thursday,D
19192,790,4575,72,30,51,69.99,115,Women's Apparel,Nov,10:00,Thursday,F
15277,672,4576,59,25,51,69.99,100,Women's Apparel,Oct,10:00,Sunday,F
10553,981,4577,57,26,51,69.99,124,Women's Apparel,Dec,10:00,Monday,F
29960,635,4578,116,63,51,69.99,151,Women's Apparel,Oct,10:00,Tuesday,F
3078,805,4579,61,41,51,69.99,124,Women's Apparel,Nov,10:00,Sunday,F
1890,665,4580,51,37,51,69.99,148,Women's Apparel,Oct,10:00,Thursday,F
4407,740,4581,74,56,51,69.99,121,Women's Apparel,Oct,10:00,Monday,F
3350,940,4582,34,33,51,69.99,109,Women's Apparel,Nov,10:00,Thursday,F
29918,660,4583,100,100,51,69.99,157,Women's Apparel,Oct,10:00,Friday,F
9642,490,4584,80,80,51,69.99,139,Women's Apparel,Oct,10:00,Sunday,F
21378,380,4585,125,125,51,69.99,154,Women's Apparel,Oct,10:00,Monday,F
19866,755,4586,84,84,51,69.99,115,Women's Apparel,Nov,10:00,Monday,F
27948,860,4587,60,60,51,69.99,118,Women's Apparel,Nov,10:00,Friday,F
14907,540,4588,60,60,51,69.99,124,Women's Apparel,Oct,10:00,Thursday,F
312,980,4589,24,24,51,69.99,148,Women's Apparel,Nov,10:00,Friday,F
5314,360,4590,14,14,51,69.99,148,Women's Apparel,Oct,10:00,Tuesday,F
8222,995,4591,23,23,51,69.99,154,Women's Apparel,Nov,10:00,Thursday,F
21350,811,4592,29,29,51,69.99,112,Women's Apparel,Nov,10:00,Thursday,F
26241,885,4593,35,35,51,69.99,106,Women's Apparel,Nov,10:00,Thursday,F
19687,632,4594,26,26,51,69.99,330,Women's Apparel,Oct,10:00,Thursday,F
12856,551,4595,63,63,51,69.99,232,Women's Apparel,Oct,10:00,Monday,F
22003,770,4596,11,11,51,69.99,151,Women's Apparel,Nov,10:00,Thursday,F
29372,703,4597,19,19,51,69.99,130,Women's Apparel,Dec,10:00,Tuesday,F
8322,621,4598,26,26,51,69.99,160,Women's Apparel,Oct,10:00,Sunday,F
26974,625,4599,66,50,51,69.99,124,Women's Apparel,Oct,10:00,Tuesday,D
28790,325,4600,104,104,51,69.99,121,Women's Apparel,Oct,10:00,Tuesday,D
11320,775,4601,55,55,51,69.99,145,Women's Apparel,Nov,10:00,Thursday,D
6930,1000,4602,40,40,51,69.99,148,Women's Apparel,Nov,10:00,Thursday,D
2956,265,4603,78,18,51,69.99,112,Footwear,Nov,17:00,Monday,F
8858,33,4604,113,50,51,69.99,226,Men's Apparel,Dec,17:00,Saturday,F
17272,185,4605,114,114,51,69.99,157,Men's Apparel,Nov,17:00,Thursday,F
15041,114,4606,87,87,51,69.99,220,Men's Apparel,Nov,17:00,Tuesday,F
19941,135,4607,21,21,51,69.99,136,Men's Apparel,Nov,17:00,Monday,F
2184,125,4608,32,32,51,69.99,106,Men's Apparel,Nov,17:00,Tuesday,D
7043,355,4609,60,20,51,69.99,103,Women's Apparel,Nov,17:00,Wednesday,F
7694,485,4610,90,55,51,69.99,115,Women's Apparel,Nov,17:00,Monday,F
1060,386,4611,91,58,51,69.99,178,Women's Apparel,Nov,17:00,Tuesday,F
10269,440,4612,51,45,51,69.99,127,Women's Apparel,Nov,17:00,Wednesday,F
15368,815,4613,57,57,51,69.99,148,Women's Apparel,Nov,17:00,Wednesday,F
17614,991,4614,14,14,51,69.99,148,Women's Apparel,Nov,17:00,Thursday,F
284,405,4615,30,30,51,69.99,109,Women's Apparel,Nov,17:00,Tuesday,F
26820,195,4616,110,8,50,69.99,145,Men's Apparel,Oct,10:00,Wednesday,F
4861,20,4617,24,17,50,69.99,103,Men's Apparel,Oct,10:00,Wednesday,F
1129,60,4618,62,62,50,69.99,106,Men's Apparel,Oct,10:00,Tuesday,F
14286,490,4619,89,12,50,69.99,115,Women's Apparel,Oct,10:00,Sunday,F
1795,604,4620,108,24,50,69.99,130,Women's Apparel,Dec,10:00,Wednesday,F
599,445,4621,57,21,50,69.99,100,Women's Apparel,Oct,10:00,Sunday,F
19982,920,4622,80,31,50,69.99,103,Women's Apparel,Nov,10:00,Sunday,F
18784,885,4623,92,50,50,69.99,145,Women's Apparel,Nov,10:00,Thursday,F
10153,785,4624,72,47,50,69.99,121,Women's Apparel,Nov,10:00,Monday,F
17303,990,4625,73,66,50,69.99,151,Women's Apparel,Nov,10:00,Tuesday,F
23666,796,4626,97,97,50,69.99,160,Women's Apparel,Dec,10:00,Saturday,F
11225,770,4627,86,86,50,69.99,133,Women's Apparel,Nov,10:00,Thursday,F
21357,360,4628,88,88,50,69.99,133,Women's Apparel,Oct,10:00,Tuesday,F
19635,495,4629,11,11,50,69.99,139,Women's Apparel,Oct,10:00,Tuesday,F
8208,741,4630,6,6,50,69.99,82,Women's Apparel,Oct,10:00,Tuesday,F
7943,505,4631,41,41,50,69.99,154,Women's Apparel,Oct,10:00,Friday,F
21941,980,4632,49,49,50,69.99,127,Women's Apparel,Nov,10:00,Friday,F
8396,540,4633,29,29,50,69.99,136,Women's Apparel,Oct,10:00,Thursday,F
22277,636,4634,36,36,50,69.99,160,Women's Apparel,Oct,10:00,Sunday,F
23903,770,4635,14,14,50,69.99,154,Women's Apparel,Nov,10:00,Thursday,F
4306,345,4636,22,22,50,69.99,100,Women's Apparel,Oct,10:00,Monday,F
21133,500,4637,25,25,50,69.99,142,Women's Apparel,Oct,10:00,Tuesday,D
12450,130,4638,49,23,50,69.99,121,Men's Apparel,Nov,17:00,Friday,F
15772,465,4639,88,33,50,69.99,139,Women's Apparel,Nov,17:00,Sunday,F
18278,610,4640,82,39,50,69.99,109,Women's Apparel,Nov,17:00,Wednesday,F
28980,520,4641,55,42,50,69.99,139,Women's Apparel,Nov,17:00,Monday,F
6340,620,4642,44,44,50,69.99,133,Women's Apparel,Nov,17:00,Sunday,F
30235,610,4643,49,49,50,69.99,145,Women's Apparel,Nov,17:00,Wednesday,F
25667,801,4644,82,82,50,69.99,100,Women's Apparel,Nov,17:00,Friday,F
5728,605,4645,28,28,50,69.99,148,Women's Apparel,Nov,17:00,Friday,F
9249,415,4646,28,28,50,69.99,100,Women's Apparel,Nov,17:00,Monday,F
14100,855,4647,57,57,50,69.99,160,Women's Apparel,Nov,17:00,Monday,F
18214,830,4648,30,30,50,69.99,130,Women's Apparel,Nov,17:00,Wednesday,F
5883,996,4649,40,40,50,69.99,124,Women's Apparel,Dec,17:00,Sunday,F
1342,226,4650,109,46,49,69.99,148,Footwear,Oct,10:00,Monday,F
15813,270,4651,15,15,49,69.99,139,Footwear,Oct,10:00,Friday,F
23832,195,4652,65,44,49,69.99,151,Men's Apparel,Oct,10:00,Wednesday,F
14844,115,4653,32,32,49,69.99,133,Men's Apparel,Oct,10:00,Saturday,F
11747,101,4654,14,14,49,69.99,178,Men's Apparel,Dec,10:00,Thursday,F
16397,171,4655,23,23,49,69.99,196,Men's Apparel,Oct,10:00,Monday,F
29451,540,4656,55,40,49,69.99,151,Women's Apparel,Oct,10:00,Thursday,F
2540,907,4657,83,83,49,69.99,250,Women's Apparel,Nov,10:00,Wednesday,F
1030,945,4658,31,31,49,69.99,148,Women's Apparel,Nov,10:00,Wednesday,F
24451,445,4659,20,20,49,69.99,127,Women's Apparel,Oct,10:00,Sunday,F
7271,481,4660,24,24,49,69.99,172,Women's Apparel,Oct,10:00,Friday,F
4011,565,4661,23,23,49,69.99,151,Women's Apparel,Oct,10:00,Friday,F
4509,530,4662,39,39,49,69.99,142,Women's Apparel,Oct,10:00,Friday,F
27358,850,4663,82,55,49,69.99,136,Women's Apparel,Nov,10:00,Monday,D
4531,325,4664,89,89,49,69.99,115,Women's Apparel,Oct,10:00,Tuesday,D
28874,900,4665,30,30,49,69.99,136,Women's Apparel,Nov,10:00,Tuesday,D
5244,280,4666,90,11,49,69.99,121,Footwear,Nov,17:00,Tuesday,F
5416,265,4667,77,15,49,69.99,112,Footwear,Nov,17:00,Monday,F
21487,166,4668,34,28,49,69.99,88,Men's Apparel,Nov,17:00,Wednesday,F
18820,155,4669,28,28,49,69.99,127,Men's Apparel,Nov,17:00,Thursday,F
28896,465,4670,51,51,49,69.99,127,Women's Apparel,Nov,17:00,Sunday,F
10189,800,4671,85,85,49,69.99,142,Women's Apparel,Nov,17:00,Saturday,D
9759,190,4672,106,50,48,69.99,157,Men's Apparel,Oct,10:00,Tuesday,F
1114,20,4673,31,31,48,69.99,148,Men's Apparel,Oct,10:00,Wednesday,F
24614,590,4674,77,23,48,69.99,112,Women's Apparel,Oct,10:00,Tuesday,F
13071,621,4675,12,12,48,69.99,172,Women's Apparel,Oct,10:00,Sunday,F
25045,291,4676,28,28,63,74.99,231,Footwear,Oct,10:00,Wednesday,F
15857,180,4677,4,4,63,74.99,129,Men's Apparel,Oct,10:00,Tuesday,F
9204,790,4678,86,34,63,74.99,123,Women's Apparel,Nov,10:00,Thursday,F
16760,870,4679,13,13,63,74.99,123,Women's Apparel,Nov,10:00,Wednesday,F
20115,110,4680,93,51,63,74.99,162,Men's Apparel,Nov,17:00,Saturday,F
30061,185,4681,15,15,63,74.99,165,Men's Apparel,Nov,17:00,Thursday,F
15523,535,4682,92,70,63,74.99,162,Women's Apparel,Nov,17:00,Wednesday,F
2570,985,4683,86,67,63,74.99,159,Women's Apparel,Nov,17:00,Friday,F
531,910,4684,47,47,63,74.99,144,Women's Apparel,Nov,17:00,Monday,F
5647,326,4685,119,119,63,74.99,249,Women's Apparel,Nov,17:00,Thursday,F
24125,286,4686,6,6,62,74.99,177,Footwear,Oct,10:00,Wednesday,F
25226,225,4687,38,38,62,74.99,156,Footwear,Oct,10:00,Thursday,D
17709,115,4688,78,45,62,74.99,150,Men's Apparel,Oct,10:00,Saturday,F
6225,765,4689,87,49,62,74.99,162,Women's Apparel,Nov,10:00,Friday,F
28835,490,4690,37,34,62,74.99,114,Women's Apparel,Oct,10:00,Sunday,F
24910,611,4691,22,22,62,74.99,231,Women's Apparel,Oct,10:00,Friday,F
18369,890,4692,31,31,62,74.99,120,Women's Apparel,Nov,10:00,Wednesday,F
10155,565,4693,5,5,62,74.99,144,Women's Apparel,Oct,10:00,Friday,F
2627,845,4694,35,35,62,74.99,111,Women's Apparel,Nov,10:00,Thursday,F
4831,450,4695,82,7,62,74.99,114,Women's Apparel,Oct,10:00,Monday,D
8919,35,4696,37,34,62,74.99,123,Men's Apparel,Nov,17:00,Monday,F
2102,110,4697,54,52,62,74.99,156,Men's Apparel,Nov,17:00,Saturday,F
21832,95,4698,72,72,62,74.99,108,Men's Apparel,Nov,17:00,Thursday,F
29848,120,4699,33,33,62,74.99,144,Men's Apparel,Nov,17:00,Saturday,F
6227,65,4700,15,15,62,74.99,144,Men's Apparel,Nov,17:00,Tuesday,F
22471,100,4701,78,36,62,74.99,147,Men's Apparel,Nov,17:00,Tuesday,D
6956,555,4702,62,38,62,74.99,129,Women's Apparel,Nov,17:00,Wednesday,F
4631,326,4703,77,71,62,74.99,201,Women's Apparel,Nov,17:00,Thursday,F
3892,399,4704,72,72,62,74.99,165,Women's Apparel,Dec,17:00,Sunday,F
14696,399,4705,6,6,62,74.99,465,Women's Apparel,Dec,17:00,Sunday,F
23311,281,4706,24,24,61,74.99,189,Footwear,Oct,10:00,Sunday,F
2925,11,4707,109,83,61,74.99,213,Men's Apparel,Dec,10:00,Wednesday,F
4489,101,4708,97,97,61,74.99,219,Men's Apparel,Dec,10:00,Thursday,F
27474,136,4709,65,65,61,74.99,201,Men's Apparel,Oct,10:00,Monday,F
17298,200,4710,53,38,61,74.99,126,Men's Apparel,Oct,10:00,Thursday,D
21828,915,4711,39,15,61,74.99,105,Women's Apparel,Nov,10:00,Wednesday,F
17459,571,4712,101,41,61,74.99,195,Women's Apparel,Dec,10:00,Friday,F
5081,515,4713,71,71,61,74.99,105,Women's Apparel,Oct,10:00,Tuesday,F
119,345,4714,24,24,61,74.99,147,Women's Apparel,Oct,10:00,Monday,F
11680,835,4715,2,2,61,74.99,165,Women's Apparel,Nov,10:00,Tuesday,F
13801,450,4716,44,10,61,74.99,108,Women's Apparel,Oct,10:00,Monday,D
2331,235,4717,62,45,61,74.99,150,Footwear,Nov,17:00,Sunday,F
8938,235,4718,43,43,61,74.99,105,Footwear,Nov,17:00,Sunday,F
11891,95,4719,57,39,61,74.99,129,Men's Apparel,Nov,17:00,Thursday,F
9335,106,4720,13,10,61,74.99,99,Men's Apparel,Nov,17:00,Tuesday,F
10136,185,4721,43,36,61,74.99,159,Men's Apparel,Nov,17:00,Thursday,F
22047,135,4722,27,27,61,74.99,108,Men's Apparel,Nov,17:00,Monday,F
17528,35,4723,6,6,61,74.99,165,Men's Apparel,Nov,17:00,Monday,F
29461,645,4724,81,31,61,74.99,129,Women's Apparel,Nov,17:00,Wednesday,F
12609,710,4725,96,55,61,74.99,138,Women's Apparel,Nov,17:00,Friday,F
17655,431,4726,104,69,61,74.99,201,Women's Apparel,Nov,17:00,Thursday,F
9562,535,4727,35,35,61,74.99,153,Women's Apparel,Nov,17:00,Wednesday,F
4803,340,4728,30,30,61,74.99,123,Women's Apparel,Nov,17:00,Wednesday,F
25227,455,4729,30,30,61,74.99,123,Women's Apparel,Nov,17:00,Wednesday,F
9625,910,4730,20,20,61,74.99,156,Women's Apparel,Nov,17:00,Monday,F
23693,535,4731,14,14,61,74.99,138,Women's Apparel,Nov,17:00,Wednesday,F
1488,586,4732,27,27,61,74.99,255,Women's Apparel,Nov,17:00,Wednesday,F
8225,425,4733,24,24,61,74.99,108,Women's Apparel,Nov,17:00,Wednesday,D
20781,600,4734,25,25,61,74.99,117,Women's Apparel,Nov,17:00,Thursday,D
13728,255,4735,67,35,60,74.99,138,Footwear,Oct,10:00,Wednesday,F
24175,225,4736,40,39,60,74.99,153,Footwear,Oct,10:00,Thursday,D
13807,206,4737,21,5,60,74.99,93,Men's Apparel,Dec,10:00,Wednesday,F
28157,85,4738,75,34,60,74.99,165,Men's Apparel,Oct,10:00,Sunday,F
18247,105,4739,9,9,60,74.99,138,Men's Apparel,Oct,10:00,Friday,F
22975,145,4740,3,3,60,74.99,165,Men's Apparel,Oct,10:00,Tuesday,F
27882,80,4741,12,12,60,74.99,156,Men's Apparel,Oct,10:00,Monday,F
26554,360,4742,45,6,60,74.99,105,Women's Apparel,Oct,10:00,Tuesday,F
3574,356,4743,28,5,60,74.99,87,Women's Apparel,Oct,10:00,Thursday,F
17122,631,4744,37,22,60,74.99,99,Women's Apparel,Dec,10:00,Wednesday,F
3668,765,4745,50,34,60,74.99,108,Women's Apparel,Nov,10:00,Friday,F
340,530,4746,60,49,60,74.99,141,Women's Apparel,Oct,10:00,Friday,F
13544,920,4747,68,68,60,74.99,111,Women's Apparel,Nov,10:00,Sunday,F
5631,905,4748,73,73,60,74.99,135,Women's Apparel,Nov,10:00,Tuesday,F
22290,466,4749,31,31,60,74.99,183,Women's Apparel,Oct,10:00,Wednesday,F
24532,490,4750,49,49,60,74.99,156,Women's Apparel,Oct,10:00,Sunday,F
22558,501,4751,19,19,60,74.99,141,Women's Apparel,Oct,10:00,Thursday,F
23658,745,4752,59,59,60,74.99,162,Women's Apparel,Oct,10:00,Tuesday,F
15019,716,4753,32,32,60,74.99,243,Women's Apparel,Oct,10:00,Thursday,F
15000,380,4754,16,16,60,74.99,120,Women's Apparel,Oct,10:00,Monday,F
6283,871,4755,22,22,60,74.99,177,Women's Apparel,Nov,10:00,Tuesday,F
27023,925,4756,59,35,60,74.99,105,Women's Apparel,Nov,10:00,Monday,D
28627,450,4757,44,44,60,74.99,135,Women's Apparel,Oct,10:00,Monday,D
29793,775,4758,25,25,60,74.99,162,Women's Apparel,Nov,10:00,Thursday,D
5569,285,4759,79,39,60,74.99,150,Footwear,Nov,17:00,Tuesday,F
4967,265,4760,80,50,60,74.99,129,Footwear,Nov,17:00,Monday,F
27096,185,4761,87,56,60,74.99,126,Men's Apparel,Nov,17:00,Thursday,F
24752,110,4762,55,55,60,74.99,150,Men's Apparel,Nov,17:00,Saturday,F
28806,106,4763,16,16,60,74.99,189,Men's Apparel,Nov,17:00,Tuesday,F
7433,66,4764,26,26,60,74.99,225,Men's Apparel,Nov,17:00,Sunday,F
1253,555,4765,80,22,60,74.99,126,Women's Apparel,Nov,17:00,Wednesday,F
17051,385,4766,74,48,60,74.99,150,Women's Apparel,Nov,17:00,Wednesday,F
27346,640,4767,49,40,60,74.99,108,Women's Apparel,Nov,17:00,Sunday,F
8836,645,4768,51,44,60,74.99,156,Women's Apparel,Nov,17:00,Wednesday,F
14552,826,4769,68,60,60,74.99,189,Women's Apparel,Nov,17:00,Monday,F
11132,340,4770,52,46,60,74.99,159,Women's Apparel,Nov,17:00,Wednesday,F
5237,440,4771,48,48,60,74.99,141,Women's Apparel,Nov,17:00,Wednesday,F
20992,365,4772,106,106,60,74.99,150,Women's Apparel,Nov,17:00,Tuesday,F
25022,855,4773,89,89,60,74.99,147,Women's Apparel,Nov,17:00,Monday,F
14674,710,4774,20,20,60,74.99,162,Women's Apparel,Nov,17:00,Friday,F
28259,386,4775,16,16,60,74.99,183,Women's Apparel,Nov,17:00,Tuesday,F
14979,605,4776,18,18,60,74.99,138,Women's Apparel,Nov,17:00,Friday,F
18818,405,4777,26,26,60,74.99,138,Women's Apparel,Nov,17:00,Tuesday,F
5377,605,4778,39,39,60,74.99,147,Women's Apparel,Nov,17:00,Friday,F
23729,830,4779,36,36,60,74.99,126,Women's Apparel,Nov,17:00,Wednesday,F
7298,230,4780,41,35,59,74.99,141,Footwear,Oct,10:00,Monday,F
28862,226,4781,35,33,59,74.99,123,Footwear,Oct,10:00,Monday,F
8298,252,4782,20,20,59,74.99,375,Footwear,Oct,10:00,Wednesday,F
18968,165,4783,104,27,59,74.99,135,Men's Apparel,Oct,10:00,Monday,F
24253,170,4784,39,11,59,74.99,114,Men's Apparel,Oct,10:00,Thursday,F
6102,131,4785,110,56,59,74.99,171,Men's Apparel,Oct,10:00,Wednesday,F
16730,81,4786,10,10,59,74.99,87,Men's Apparel,Oct,10:00,Friday,F
25442,170,4787,21,21,59,74.99,135,Men's Apparel,Oct,10:00,Thursday,F
7457,15,4788,40,40,59,74.99,162,Men's Apparel,Oct,10:00,Wednesday,F
30182,175,4789,38,38,59,74.99,144,Men's Apparel,Oct,10:00,Wednesday,D
12792,595,4790,115,12,59,74.99,132,Women's Apparel,Oct,10:00,Thursday,F
22442,680,4791,66,23,59,74.99,132,Women's Apparel,Oct,10:00,Sunday,F
15586,430,4792,60,28,59,74.99,120,Women's Apparel,Oct,10:00,Sunday,F
29397,516,4793,72,37,59,74.99,117,Women's Apparel,Oct,10:00,Saturday,F
27139,451,4794,94,51,59,74.99,189,Women's Apparel,Oct,10:00,Friday,F
25094,660,4795,73,43,59,74.99,153,Women's Apparel,Oct,10:00,Friday,F
1845,570,4796,75,53,59,74.99,156,Women's Apparel,Oct,10:00,Thursday,F
11206,315,4797,14,10,59,74.99,105,Women's Apparel,Oct,10:00,Saturday,F
12322,670,4798,57,49,59,74.99,141,Women's Apparel,Oct,10:00,Thursday,F
4912,348,4799,123,107,59,74.99,315,Women's Apparel,Dec,10:00,Friday,F
22742,756,4800,73,70,59,74.99,213,Women's Apparel,Dec,10:00,Wednesday,F
9246,565,4801,47,47,59,74.99,129,Women's Apparel,Oct,10:00,Friday,F
7350,680,4802,50,50,59,74.99,129,Women's Apparel,Oct,10:00,Sunday,F
9154,560,4803,49,49,59,74.99,129,Women's Apparel,Oct,10:00,Tuesday,F
16511,411,4804,71,71,59,74.99,129,Women's Apparel,Oct,10:00,Sunday,F
24259,395,4805,72,72,59,74.99,156,Women's Apparel,Oct,10:00,Thursday,F
7469,556,4806,37,37,59,74.99,219,Women's Apparel,Oct,10:00,Saturday,F
20560,470,4807,25,25,59,74.99,129,Women's Apparel,Oct,10:00,Friday,F
5433,395,4808,44,44,59,74.99,162,Women's Apparel,Oct,10:00,Thursday,F
30009,570,4809,34,34,59,74.99,156,Women's Apparel,Oct,10:00,Thursday,F
29042,770,4810,41,41,59,74.99,132,Women's Apparel,Nov,10:00,Thursday,F
5509,971,4811,12,12,59,74.99,153,Women's Apparel,Nov,10:00,Thursday,F
2670,471,4812,17,17,59,74.99,111,Women's Apparel,Oct,10:00,Wednesday,F
20773,905,4813,31,31,59,74.99,165,Women's Apparel,Nov,10:00,Tuesday,F
10259,840,4814,36,36,59,74.99,132,Women's Apparel,Nov,10:00,Monday,F
20286,820,4815,7,7,59,74.99,159,Women's Apparel,Nov,10:00,Saturday,F
3346,635,4816,15,15,59,74.99,153,Women's Apparel,Oct,10:00,Tuesday,F
7048,581,4817,18,18,59,74.99,171,Women's Apparel,Oct,10:00,Thursday,F
23626,681,4818,23,23,59,74.99,189,Women's Apparel,Oct,10:00,Thursday,F
3538,486,4819,26,26,59,74.99,147,Women's Apparel,Oct,10:00,Wednesday,F
24679,450,4820,89,32,59,74.99,147,Women's Apparel,Oct,10:00,Monday,D
21593,350,4821,68,31,59,74.99,150,Women's Apparel,Oct,10:00,Saturday,D
8109,325,4822,75,60,59,74.99,165,Women's Apparel,Oct,10:00,Tuesday,D
10302,625,4823,124,124,59,74.99,150,Women's Apparel,Oct,10:00,Tuesday,D
28423,925,4824,6,6,59,74.99,165,Women's Apparel,Nov,10:00,Monday,D
15877,285,4825,97,34,59,74.99,123,Footwear,Nov,17:00,Tuesday,F
3548,211,4826,85,52,59,74.99,225,Footwear,Nov,17:00,Tuesday,F
12894,238,4827,14,14,59,74.99,345,Footwear,Dec,17:00,Friday,F
22094,160,4828,85,18,59,74.99,129,Men's Apparel,Nov,17:00,Wednesday,F
11040,35,4829,47,47,59,74.99,105,Men's Apparel,Nov,17:00,Monday,F
4750,35,4830,28,28,59,74.99,141,Men's Apparel,Nov,17:00,Monday,F
6535,166,4831,28,28,59,74.99,183,Men's Apparel,Nov,17:00,Wednesday,F
17142,77,4832,22,22,59,74.99,355,Men's Apparel,Dec,17:00,Friday,F
29764,100,4833,77,59,59,74.99,126,Men's Apparel,Nov,17:00,Tuesday,D
9710,735,4834,104,49,59,74.99,153,Women's Apparel,Nov,17:00,Monday,F
12723,521,4835,123,81,59,74.99,189,Women's Apparel,Dec,17:00,Wednesday,F
7539,535,4836,69,48,59,74.99,123,Women's Apparel,Nov,17:00,Wednesday,F
2771,555,4837,69,53,59,74.99,162,Women's Apparel,Nov,17:00,Wednesday,F
30382,545,4838,85,71,59,74.99,165,Women's Apparel,Nov,17:00,Tuesday,F
8213,415,4839,48,44,59,74.99,123,Women's Apparel,Nov,17:00,Monday,F
20047,730,4840,49,49,59,74.99,135,Women's Apparel,Nov,17:00,Tuesday,F
17218,461,4841,97,97,59,74.99,189,Women's Apparel,Nov,17:00,Thursday,F
17084,433,4842,6,6,59,74.99,303,Women's Apparel,Dec,17:00,Thursday,F
674,545,4843,39,39,59,74.99,138,Women's Apparel,Nov,17:00,Tuesday,F
19324,710,4844,23,23,59,74.99,117,Women's Apparel,Nov,17:00,Friday,F
11752,705,4845,42,42,59,74.99,138,Women's Apparel,Nov,17:00,Wednesday,F
23489,750,4846,97,97,59,74.99,153,Women's Apparel,Nov,17:00,Sunday,D
19169,425,4847,93,93,59,74.99,114,Women's Apparel,Nov,17:00,Wednesday,D
13219,675,4848,37,37,59,74.99,123,Women's Apparel,Nov,17:00,Wednesday,D
2136,675,4849,22,22,59,74.99,123,Women's Apparel,Nov,17:00,Wednesday,D
24997,260,4850,93,44,58,74.99,138,Footwear,Oct,10:00,Wednesday,F
28470,310,4851,54,41,58,74.99,141,Footwear,Oct,10:00,Tuesday,F
11383,250,4852,47,26,58,74.99,120,Footwear,Oct,10:00,Friday,D
